Product,Division,Product Category,Customer,Country,Sales Org,Calendar Year/Month,Calendar Year,Calendar month, Cost of Goods , Discount , Net Sales , Revenue ,Sales Quantity
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JAN 2008,2008,1," $2,350.00 ", $213.15 ," $4,049.85 "," $4,263.00 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,SEP 2008,2008,9," $2,350.00 ", $213.15 ," $4,049.85 "," $4,263.00 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,OCT 2008,2008,10," $2,350.00 ", $213.15 ," $4,049.85 "," $4,263.00 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,DEC 2008,2008,12," $2,350.00 ", $213.15 ," $4,049.85 "," $4,263.00 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,AUG 2009,2009,8," $2,350.00 ", $216.35 ," $4,110.60 "," $4,326.95 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,NOV 2009,2009,11," $2,350.00 ", $216.35 ," $4,110.60 "," $4,326.95 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,DEC 2009,2009,12," $2,350.00 ", $216.35 ," $4,110.60 "," $4,326.95 ",1 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,FEB 2007,2007,2," $4,700.00 ", $420.00 ," $7,980.00 "," $8,400.00 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAY 2007,2007,5," $4,700.00 ", $420.00 ," $7,980.00 "," $8,400.00 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAR 2009,2009,3," $4,700.00 ", $432.70 ," $8,221.20 "," $8,653.90 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,APR 2009,2009,4," $4,700.00 ", $432.70 ," $8,221.20 "," $8,653.90 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,OCT 2009,2009,10," $4,700.00 ", $432.70 ," $8,221.20 "," $8,653.90 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAR 2010,2010,3," $4,700.00 ", $439.18 ," $8,344.52 "," $8,783.70 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,APR 2010,2010,4," $4,700.00 ", $439.19 ," $8,344.51 "," $8,783.70 ",2 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAR 2007,2007,3," $7,050.00 ", $630.00 ," $11,970.00 "," $12,600.00 ",3 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAR 2008,2008,3," $7,050.00 ", $639.45 ," $12,149.55 "," $12,789.00 ",3 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAY 2008,2008,5," $7,050.00 ", $639.45 ," $12,149.55 "," $12,789.00 ",3 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUL 2008,2008,7," $7,050.00 ", $639.45 ," $12,149.55 "," $12,789.00 ",3 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUL 2009,2009,7," $7,050.00 ", $649.05 ," $12,331.80 "," $12,980.85 ",3 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,SEP 2009,2009,9," $7,050.00 ", $649.05 ," $12,331.80 "," $12,980.85 ",3 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,SEP 2007,2007,9," $9,400.00 ", $840.00 ," $15,960.00 "," $16,800.00 ",4 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAY 2010,2010,5," $9,400.00 ", $878.37 ," $16,689.03 "," $17,567.40 ",4 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUN 2007,2007,6," $11,750.00 "," $1,050.00 "," $19,950.00 "," $21,000.00 ",5 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUL 2007,2007,7," $11,750.00 "," $1,050.00 "," $19,950.00 "," $21,000.00 ",5 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,APR 2008,2008,4," $11,750.00 "," $1,065.75 "," $20,249.25 "," $21,315.00 ",5 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUN 2008,2008,6," $11,750.00 "," $1,065.75 "," $20,249.25 "," $21,315.00 ",5 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,AUG 2008,2008,8," $14,100.00 "," $1,278.90 "," $24,299.10 "," $25,578.00 ",6 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUN 2010,2010,6," $14,100.00 "," $1,317.56 "," $25,033.54 "," $26,351.10 ",6 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUL 2010,2010,7," $14,100.00 "," $1,317.55 "," $25,033.55 "," $26,351.10 ",6 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,AUG 2007,2007,8," $16,450.00 "," $1,470.00 "," $27,930.00 "," $29,400.00 ",7 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,MAY 2009,2009,5," $18,800.00 "," $1,730.78 "," $32,884.82 "," $34,615.60 ",8 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,JUN 2009,2009,6," $18,800.00 "," $1,730.78 "," $32,884.82 "," $34,615.60 ",8 
Professional Road Bike (SRAM),BI,ROB,Silicon Valley Bikes,US,US West,APR 2007,2007,4," $21,150.00 "," $1,890.00 "," $35,910.00 "," $37,800.00 ",9 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2009,2009,1," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2009,2009,2," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,NOV 2009,2009,11," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,NOV 2007,2007,11," $3,000.00 ", $320.00 ," $6,080.00 "," $6,400.00 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2007,2007,12," $3,000.00 ", $320.00 ," $6,080.00 "," $6,400.00 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2008,2008,9," $3,000.00 ", $324.80 ," $6,171.20 "," $6,496.00 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2008,2008,12," $3,000.00 ", $324.80 ," $6,171.20 "," $6,496.00 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2009,2009,12," $3,000.00 ", $329.68 ," $6,263.76 "," $6,593.44 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2010,2010,1," $3,000.00 ", $334.62 ," $6,357.72 "," $6,692.34 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2010,2010,3," $3,000.00 ", $334.62 ," $6,357.72 "," $6,692.34 ",2 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2007,2007,1," $4,500.00 ", $480.00 ," $9,120.00 "," $9,600.00 ",3 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2008,2008,1," $4,500.00 ", $487.20 ," $9,256.80 "," $9,744.00 ",3 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2010,2010,2," $4,500.00 ", $501.93 ," $9,536.58 "," $10,038.51 ",3 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2008,2008,10," $6,000.00 ", $649.60 ," $12,342.40 "," $12,992.00 ",4 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2007,2007,2," $7,500.00 ", $800.00 ," $15,200.00 "," $16,000.00 ",5 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2009,2009,3," $7,500.00 ", $824.18 ," $15,659.42 "," $16,483.60 ",5 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2009,2009,7," $7,500.00 ", $824.19 ," $15,659.41 "," $16,483.60 ",5 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2009,2009,9," $7,500.00 ", $824.19 ," $15,659.41 "," $16,483.60 ",5 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2009,2009,10," $7,500.00 ", $824.18 ," $15,659.42 "," $16,483.60 ",5 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2007,2007,6," $9,000.00 ", $960.00 ," $18,240.00 "," $19,200.00 ",6 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2010,2010,7," $9,000.00 "," $1,003.86 "," $19,073.16 "," $20,077.02 ",6 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2007,2007,3," $10,500.00 "," $1,120.00 "," $21,280.00 "," $22,400.00 ",7 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2007,2007,10," $10,500.00 "," $1,120.00 "," $21,280.00 "," $22,400.00 ",7 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2008,2008,3," $10,500.00 "," $1,136.80 "," $21,599.20 "," $22,736.00 ",7 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,APR 2010,2010,4," $10,500.00 "," $1,171.17 "," $22,252.02 "," $23,423.19 ",7 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,APR 2008,2008,4," $13,500.00 "," $1,461.60 "," $27,770.40 "," $29,232.00 ",9 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2007,2007,8," $15,000.00 "," $1,600.00 "," $30,400.00 "," $32,000.00 ",10 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2008,2008,7," $15,000.00 "," $1,624.00 "," $30,856.00 "," $32,480.00 ",10 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2009,2009,8," $15,000.00 "," $1,648.36 "," $31,318.84 "," $32,967.20 ",10 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2009,2009,6," $16,500.00 "," $1,813.19 "," $34,450.73 "," $36,263.92 ",11 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2007,2007,9," $18,000.00 "," $1,920.00 "," $36,480.00 "," $38,400.00 ",12 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2008,2008,8," $18,000.00 "," $1,948.80 "," $37,027.20 "," $38,976.00 ",12 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,APR 2009,2009,4," $18,000.00 "," $1,978.03 "," $37,582.61 "," $39,560.64 ",12 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2010,2010,6," $18,000.00 "," $2,007.71 "," $38,146.33 "," $40,154.04 ",12 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2007,2007,7," $19,500.00 "," $2,080.00 "," $39,520.00 "," $41,600.00 ",13 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2009,2009,5," $22,500.00 "," $2,472.54 "," $46,978.26 "," $49,450.80 ",15 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,APR 2007,2007,4," $25,500.00 "," $2,720.00 "," $51,680.00 "," $54,400.00 ",17 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2010,2010,5," $28,500.00 "," $3,178.86 "," $60,398.37 "," $63,577.23 ",19 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2008,2008,5," $34,500.00 "," $3,735.20 "," $70,968.80 "," $74,704.00 ",23 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2007,2007,5," $39,000.00 "," $4,160.00 "," $79,040.00 "," $83,200.00 ",26 
Professional Touring Bike (black),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2008,2008,6," $48,000.00 "," $5,196.80 "," $98,739.20 "," $103,936.00 ",32 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2007,2007,1," $1,500.00 ", $160.00 ," $3,040.00 "," $3,200.00 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2007,2007,10," $1,500.00 ", $160.00 ," $3,040.00 "," $3,200.00 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2008,2008,1," $1,500.00 ", $162.40 ," $3,085.60 "," $3,248.00 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2008,2008,12," $1,500.00 ", $162.40 ," $3,085.60 "," $3,248.00 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2009,2009,1," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2009,2009,2," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2009,2009,3," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2009,2009,12," $1,500.00 ", $164.84 ," $3,131.88 "," $3,296.72 ",1 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2007,2007,9," $3,000.00 ", $320.00 ," $6,080.00 "," $6,400.00 ",2 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2008,2008,3," $3,000.00 ", $324.80 ," $6,171.20 "," $6,496.00 ",2 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2010,2010,1," $3,000.00 ", $334.62 ," $6,357.72 "," $6,692.34 ",2 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2010,2010,2," $3,000.00 ", $334.62 ," $6,357.72 "," $6,692.34 ",2 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2010,2010,3," $3,000.00 ", $334.62 ," $6,357.72 "," $6,692.34 ",2 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2008,2008,2," $4,500.00 ", $487.20 ," $9,256.80 "," $9,744.00 ",3 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2009,2009,10," $4,500.00 ", $494.52 ," $9,395.64 "," $9,890.16 ",3 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,APR 2010,2010,4," $4,500.00 ", $501.93 ," $9,536.58 "," $10,038.51 ",3 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2010,2010,7," $4,500.00 ", $501.93 ," $9,536.58 "," $10,038.51 ",3 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2007,2007,2," $6,000.00 ", $640.00 ," $12,160.00 "," $12,800.00 ",4 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2007,2007,3," $6,000.00 ", $640.00 ," $12,160.00 "," $12,800.00 ",4 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,NOV 2007,2007,11," $6,000.00 ", $640.00 ," $12,160.00 "," $12,800.00 ",4 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2008,2008,9," $6,000.00 ", $649.60 ," $12,342.40 "," $12,992.00 ",4 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2008,2008,10," $6,000.00 ", $649.60 ," $12,342.40 "," $12,992.00 ",4 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2008,2008,5," $7,500.00 ", $812.00 ," $15,428.00 "," $16,240.00 ",5 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2009,2009,5," $7,500.00 ", $824.18 ," $15,659.42 "," $16,483.60 ",5 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2009,2009,9," $7,500.00 ", $824.19 ," $15,659.41 "," $16,483.60 ",5 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,APR 2009,2009,4," $9,000.00 ", $989.02 ," $18,791.30 "," $19,780.32 ",6 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,APR 2007,2007,4," $10,500.00 "," $1,120.00 "," $21,280.00 "," $22,400.00 ",7 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2007,2007,7," $12,000.00 "," $1,280.00 "," $24,320.00 "," $25,600.00 ",8 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2009,2009,7," $13,500.00 "," $1,483.53 "," $28,186.95 "," $29,670.48 ",9 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2008,2008,8," $15,000.00 "," $1,624.00 "," $30,856.00 "," $32,480.00 ",10 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2009,2009,8," $15,000.00 "," $1,648.36 "," $31,318.84 "," $32,967.20 ",10 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2008,2008,6," $16,500.00 "," $1,786.40 "," $33,941.60 "," $35,728.00 ",11 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2010,2010,5," $16,500.00 "," $1,840.40 "," $34,967.47 "," $36,807.87 ",11 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2010,2010,6," $16,500.00 "," $1,840.40 "," $34,967.47 "," $36,807.87 ",11 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2007,2007,5," $18,000.00 "," $1,920.00 "," $36,480.00 "," $38,400.00 ",12 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2007,2007,8," $19,500.00 "," $2,080.00 "," $39,520.00 "," $41,600.00 ",13 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,APR 2008,2008,4," $21,000.00 "," $2,273.60 "," $43,198.40 "," $45,472.00 ",14 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2008,2008,7," $21,000.00 "," $2,273.60 "," $43,198.40 "," $45,472.00 ",14 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2007,2007,6," $22,500.00 "," $2,400.00 "," $45,600.00 "," $48,000.00 ",15 
Professional Touring Bike (red),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2009,2009,6," $31,500.00 "," $3,461.55 "," $65,769.57 "," $69,231.12 ",21 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2008,2008,2," $3,000.00 ", $324.80 ," $6,171.20 "," $6,496.00 ",2 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,NOV 2009,2009,11," $3,000.00 ", $329.67 ," $6,263.77 "," $6,593.44 ",2 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2008,2008,3," $4,500.00 ", $487.20 ," $9,256.80 "," $9,744.00 ",3 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,NOV 2008,2008,11," $4,500.00 ", $487.20 ," $9,256.80 "," $9,744.00 ",3 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2010,2010,2," $4,500.00 ", $501.93 ," $9,536.58 "," $10,038.51 ",3 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2007,2007,1," $6,000.00 ", $640.00 ," $12,160.00 "," $12,800.00 ",4 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2008,2008,12," $6,000.00 ", $649.60 ," $12,342.40 "," $12,992.00 ",4 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2007,2007,10," $7,500.00 ", $800.00 ," $15,200.00 "," $16,000.00 ",5 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2007,2007,12," $7,500.00 ", $800.00 ," $15,200.00 "," $16,000.00 ",5 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2008,2008,1," $7,500.00 ", $812.00 ," $15,428.00 "," $16,240.00 ",5 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2009,2009,1," $7,500.00 ", $824.18 ," $15,659.42 "," $16,483.60 ",5 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,DEC 2009,2009,12," $7,500.00 ", $824.18 ," $15,659.42 "," $16,483.60 ",5 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JAN 2010,2010,1," $7,500.00 ", $836.54 ," $15,894.31 "," $16,730.85 ",5 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2009,2009,3," $9,000.00 ", $989.02 ," $18,791.30 "," $19,780.32 ",6 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2009,2009,9," $9,000.00 ", $989.02 ," $18,791.30 "," $19,780.32 ",6 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2010,2010,7," $9,000.00 "," $1,003.85 "," $19,073.17 "," $20,077.02 ",6 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2007,2007,2," $10,500.00 "," $1,120.00 "," $21,280.00 "," $22,400.00 ",7 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,NOV 2007,2007,11," $10,500.00 "," $1,120.00 "," $21,280.00 "," $22,400.00 ",7 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2008,2008,10," $10,500.00 "," $1,136.80 "," $21,599.20 "," $22,736.00 ",7 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2007,2007,9," $12,000.00 "," $1,280.00 "," $24,320.00 "," $25,600.00 ",8 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,FEB 2009,2009,2," $12,000.00 "," $1,318.69 "," $25,055.07 "," $26,373.76 ",8 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,OCT 2009,2009,10," $12,000.00 "," $1,318.69 "," $25,055.07 "," $26,373.76 ",8 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2010,2010,3," $12,000.00 "," $1,338.47 "," $25,430.89 "," $26,769.36 ",8 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAR 2007,2007,3," $15,000.00 "," $1,600.00 "," $30,400.00 "," $32,000.00 ",10 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2009,2009,8," $15,000.00 "," $1,648.36 "," $31,318.84 "," $32,967.20 ",10 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,APR 2008,2008,4," $16,500.00 "," $1,786.40 "," $33,941.60 "," $35,728.00 ",11 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2007,2007,7," $18,000.00 "," $1,920.00 "," $36,480.00 "," $38,400.00 ",12 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2009,2009,7," $18,000.00 "," $1,978.04 "," $37,582.60 "," $39,560.64 ",12 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,SEP 2008,2008,9," $21,000.00 "," $2,273.60 "," $43,198.40 "," $45,472.00 ",14 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUL 2008,2008,7," $25,500.00 "," $2,760.80 "," $52,455.20 "," $55,216.00 ",17 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2010,2010,5," $27,000.00 "," $3,011.55 "," $57,219.51 "," $60,231.06 ",18 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2010,2010,6," $27,000.00 "," $3,011.56 "," $57,219.50 "," $60,231.06 ",18 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2007,2007,8," $31,500.00 "," $3,360.00 "," $63,840.00 "," $67,200.00 ",21 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,APR 2010,2010,4," $36,000.00 "," $4,015.40 "," $76,292.68 "," $80,308.08 ",24 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,AUG 2008,2008,8," $40,500.00 "," $4,384.80 "," $83,311.20 "," $87,696.00 ",27 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,APR 2009,2009,4," $40,500.00 "," $4,450.57 "," $84,560.87 "," $89,011.44 ",27 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,APR 2007,2007,4," $45,000.00 "," $4,800.00 "," $91,200.00 "," $96,000.00 ",30 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2009,2009,5," $48,000.00 "," $5,274.75 "," $100,220.29 "," $105,495.04 ",32 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2009,2009,6," $60,000.00 "," $6,593.44 "," $125,275.36 "," $131,868.80 ",40 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2008,2008,5," $76,500.00 "," $8,282.40 "," $157,365.60 "," $165,648.00 ",51 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,MAY 2007,2007,5," $81,000.00 "," $8,640.00 "," $164,160.00 "," $172,800.00 ",54 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2007,2007,6," $84,000.00 "," $8,960.00 "," $170,240.00 "," $179,200.00 ",56 
Professional Touring Bike (silver),BI,TOU,Silicon Valley Bikes,US,US West,JUN 2008,2008,6," $94,500.00 "," $10,231.20 "," $194,392.80 "," $204,624.00 ",63 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2007,2007,11, $16.00 , $1.60 , $30.40 , $32.00 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2007,2007,12, $16.00 , $1.60 , $30.40 , $32.00 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2008,2008,1, $16.00 , $1.62 , $30.86 , $32.48 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2008,2008,3, $16.00 , $1.62 , $30.86 , $32.48 ,1 
