alternate,bar,weekend,hungry,price,raining,reservation,type,wait_estimate,will_wait,average_spending
No,Yes,Yes,No,$,Yes,Yes,Thai,30-60,Yes,144
No,Yes,Yes,Yes,$,No,No,Thai,0-10,Yes,117
Yes,Yes,Yes,Yes,$$,No,No,French,30-60,Yes,31
No,Yes,No,No,$,No,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,267
No,No,Yes,No,$$,Yes,Yes,Burger,>60,No,0
No,No,Yes,No,$$$,No,No,Burger,>60,Yes,336
Yes,No,Yes,Yes,$,No,No,Italian,30-60,Yes,59
No,No,No,Yes,$$,No,Yes,Burger,10-30,Yes,105
Yes,No,No,No,$,No,No,Burger,30-60,No,0
No,Yes,No,Yes,$,Yes,No,Burger,>60,No,0
No,Yes,No,No,$,Yes,Yes,Italian,30-60,Yes,20
No,Yes,Yes,No,$,No,No,Thai,0-10,No,0
No,No,No,No,$,No,Yes,Italian,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Thai,30-60,Yes,123
Yes,No,No,Yes,$$$,Yes,No,Burger,30-60,Yes,32
Yes,Yes,Yes,No,$,Yes,No,French,30-60,Yes,26
No,No,Yes,Yes,$$,Yes,No,Thai,10-30,Yes,31
No,Yes,Yes,Yes,$$$,No,Yes,Italian,30-60,Yes,173
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,Yes,Italian,0-10,Yes,240
No,No,No,No,$,Yes,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,Yes,Burger,10-30,Yes,225
Yes,No,Yes,Yes,$,Yes,No,Thai,10-30,Yes,281
No,No,No,No,$,Yes,No,French,30-60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,>60,No,0
No,No,No,No,$$,Yes,Yes,Burger,0-10,Yes,325
Yes,Yes,Yes,Yes,$,Yes,No,Thai,10-30,Yes,185
Yes,Yes,No,No,$$,Yes,Yes,French,>60,No,0
No,Yes,No,No,$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,182
No,No,Yes,Yes,$$,Yes,Yes,Italian,30-60,No,0
No,Yes,No,No,$$,Yes,Yes,French,30-60,Yes,93
No,No,Yes,Yes,$$,Yes,Yes,Thai,0-10,Yes,31
Yes,Yes,Yes,Yes,$,No,No,Burger,10-30,No,0
No,No,Yes,Yes,$$,No,Yes,Italian,10-30,Yes,422
No,No,Yes,No,$,No,No,Italian,30-60,Yes,26
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,171
No,Yes,No,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,26
No,No,No,No,$$,No,No,French,30-60,No,0
Yes,No,Yes,No,$$,No,No,Italian,>60,No,0
Yes,No,No,Yes,$,No,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Italian,0-10,Yes,39
No,No,No,No,$,Yes,No,Italian,10-30,Yes,27
No,Yes,Yes,No,$,No,No,Burger,0-10,Yes,26
No,No,No,Yes,$$$,No,Yes,Italian,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Thai,30-60,Yes,471
Yes,No,No,Yes,$$,Yes,Yes,Burger,10-30,Yes,232
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,105
No,Yes,Yes,Yes,$$,No,No,Italian,>60,No,0
No,No,Yes,No,$$,No,Yes,French,>60,No,0
No,No,No,Yes,$,Yes,No,Burger,30-60,Yes,73
No,Yes,No,No,$$,No,No,Thai,10-30,Yes,24
No,No,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,537
No,Yes,No,Yes,$,Yes,No,Burger,30-60,Yes,349
No,Yes,No,Yes,$,No,No,Thai,>60,No,0
Yes,No,Yes,No,$$,Yes,Yes,French,0-10,Yes,350
Yes,No,No,No,$,No,No,Italian,0-10,Yes,115
Yes,No,No,Yes,$$$,Yes,No,Italian,10-30,Yes,30
Yes,Yes,Yes,Yes,$,Yes,Yes,Thai,10-30,Yes,319
No,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,399
No,Yes,No,Yes,$$,Yes,Yes,Thai,0-10,Yes,185
No,No,Yes,No,$,Yes,No,Burger,30-60,Yes,26
No,No,Yes,No,$,Yes,Yes,French,0-10,Yes,251
No,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,No,Yes,$$,Yes,Yes,Thai,>60,Yes,246
No,No,Yes,Yes,$,Yes,Yes,Burger,0-10,No,0
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,26
No,No,Yes,No,$$,No,Yes,Italian,30-60,No,0
Yes,No,No,Yes,$$,Yes,Yes,Italian,30-60,No,0
No,Yes,No,Yes,$,Yes,No,Burger,>60,No,0
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,Yes,$,No,No,Burger,0-10,Yes,389
No,No,Yes,Yes,$$,No,No,Italian,0-10,Yes,693
No,No,Yes,Yes,$,No,No,Italian,10-30,Yes,26
No,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,Italian,>60,No,0
No,No,No,Yes,$,Yes,No,Burger,0-10,Yes,43
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,263
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,26
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,No,$,No,No,Thai,10-30,Yes,237
No,Yes,Yes,No,$,No,No,Burger,0-10,No,0
Yes,Yes,Yes,No,$,No,No,Burger,>60,No,0
No,Yes,No,No,$$,Yes,No,Italian,30-60,Yes,24
No,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,59
Yes,No,Yes,Yes,$,No,Yes,Burger,30-60,Yes,229
No,Yes,No,Yes,$,No,No,Burger,>60,No,0
Yes,No,Yes,No,$,No,No,Italian,10-30,Yes,194
No,Yes,No,Yes,$$,No,Yes,Italian,>60,No,0
Yes,No,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
Yes,No,Yes,Yes,$$,No,No,Italian,10-30,No,0
Yes,Yes,Yes,No,$,Yes,No,French,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,>60,No,0
No,No,Yes,No,$,Yes,No,Italian,30-60,No,0
No,No,Yes,Yes,$$,Yes,Yes,Italian,30-60,No,0
Yes,No,No,Yes,$,Yes,Yes,Italian,0-10,Yes,282
No,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,106
No,No,No,No,$,Yes,No,Italian,10-30,Yes,20
No,Yes,No,No,$,Yes,No,Burger,10-30,Yes,20
Yes,Yes,No,Yes,$$,Yes,No,Thai,>60,Yes,31
No,Yes,No,No,$,Yes,No,Italian,0-10,Yes,20
No,No,Yes,No,$,No,Yes,Italian,10-30,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
No,No,No,No,$$,Yes,Yes,Thai,10-30,Yes,24
Yes,Yes,Yes,No,$,No,No,French,>60,No,0
Yes,No,No,No,$,No,No,Italian,30-60,No,0
Yes,No,Yes,No,$$$,No,Yes,Burger,30-60,Yes,39
No,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,No,No,$,Yes,No,French,10-30,Yes,22
Yes,No,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,31
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,102
Yes,Yes,Yes,No,$,No,No,Italian,30-60,Yes,34
Yes,Yes,No,Yes,$,No,Yes,Burger,>60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,109
No,Yes,No,Yes,$$,Yes,Yes,Burger,30-60,Yes,24
Yes,No,No,No,$,No,No,Italian,30-60,No,0
Yes,Yes,Yes,Yes,$$,Yes,Yes,Burger,30-60,Yes,31
Yes,Yes,No,Yes,$$,Yes,No,Italian,30-60,No,0
No,Yes,No,No,$,No,Yes,Thai,10-30,Yes,254
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
No,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,187
No,Yes,No,No,$,No,Yes,Italian,10-30,Yes,253
Yes,Yes,No,No,$,Yes,No,Italian,10-30,Yes,112
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,No,Yes,$,Yes,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,102
Yes,Yes,Yes,Yes,$,No,No,Thai,10-30,Yes,262
Yes,Yes,Yes,No,$,No,No,Burger,>60,No,0
Yes,Yes,No,Yes,$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,31
No,Yes,No,Yes,$,No,Yes,Burger,30-60,Yes,106
No,No,Yes,Yes,$$,No,No,Burger,30-60,No,0
No,No,Yes,Yes,$,Yes,No,French,>60,No,0
No,Yes,No,Yes,$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$,No,No,Burger,30-60,Yes,59
Yes,No,Yes,No,$$,No,Yes,Burger,>60,Yes,31
No,Yes,No,No,$,Yes,Yes,Italian,>60,No,0
No,No,No,Yes,$$,No,No,Burger,30-60,No,0
No,No,No,Yes,$,Yes,No,French,0-10,Yes,399
Yes,Yes,Yes,No,$$$,Yes,No,Italian,0-10,Yes,673
Yes,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Thai,>60,No,0
No,No,No,Yes,$,No,No,Thai,0-10,Yes,51
No,Yes,No,No,$,Yes,No,Thai,>60,No,0
No,No,Yes,No,$$,Yes,Yes,Italian,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Burger,30-60,Yes,26
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,0-10,Yes,31
Yes,Yes,Yes,Yes,$,No,No,Burger,0-10,Yes,189
No,Yes,Yes,Yes,$$,Yes,No,French,0-10,Yes,424
Yes,No,No,No,$$,No,No,Burger,>60,No,0
No,No,Yes,No,$$$,No,Yes,Italian,10-30,Yes,294
Yes,Yes,Yes,Yes,$,Yes,No,Thai,30-60,Yes,26
Yes,No,No,No,$$,No,No,French,10-30,Yes,217
Yes,Yes,Yes,Yes,$,No,Yes,French,0-10,Yes,26
Yes,Yes,No,Yes,$,No,No,French,>60,No,0
No,No,Yes,Yes,$$,No,No,Italian,10-30,Yes,479
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,270
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Italian,10-30,No,0
No,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,31
No,No,Yes,Yes,$,No,No,Burger,10-30,Yes,26
No,Yes,No,No,$,No,No,Italian,30-60,Yes,170
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,87
Yes,Yes,No,No,$,No,No,Italian,10-30,Yes,243
Yes,Yes,Yes,Yes,$$,Yes,Yes,Burger,30-60,Yes,31
No,Yes,No,No,$$,No,No,Italian,>60,No,0
No,Yes,No,Yes,$$$,Yes,Yes,Italian,30-60,Yes,228
No,No,No,No,$,No,No,Italian,30-60,No,0
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Italian,10-30,Yes,39
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,0-10,No,0
Yes,No,No,Yes,$,No,No,Burger,30-60,No,0
No,No,No,No,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,No,No,No,$,No,Yes,Thai,30-60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,10-30,Yes,72
Yes,No,No,No,$,No,No,French,30-60,Yes,20
Yes,No,Yes,No,$,No,No,Thai,>60,No,0
No,Yes,No,Yes,$$$,Yes,Yes,Burger,30-60,Yes,204
No,No,Yes,Yes,$$,Yes,No,French,10-30,Yes,31
No,Yes,Yes,Yes,$,Yes,No,Burger,0-10,Yes,335
No,No,No,No,$,Yes,No,Italian,10-30,Yes,20
Yes,Yes,Yes,No,$,No,No,Burger,10-30,Yes,26
No,No,Yes,No,$,Yes,No,Italian,10-30,Yes,402
No,Yes,No,No,$$,Yes,No,Burger,10-30,Yes,24
No,Yes,Yes,Yes,$,Yes,No,French,30-60,Yes,190
Yes,Yes,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,238
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,26
Yes,No,No,Yes,$,Yes,No,Burger,0-10,Yes,164
Yes,Yes,No,No,$,No,No,Italian,30-60,No,0
Yes,No,No,Yes,$$,Yes,Yes,Italian,30-60,No,0
No,No,Yes,Yes,$,No,No,French,10-30,Yes,82
Yes,Yes,Yes,No,$$$,No,Yes,Burger,10-30,Yes,650
No,Yes,Yes,Yes,$$,Yes,No,Burger,30-60,Yes,183
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,272
No,No,No,Yes,$$,No,Yes,Italian,0-10,Yes,98
Yes,No,Yes,Yes,$,Yes,Yes,Burger,10-30,Yes,26
Yes,Yes,No,Yes,$$,No,No,Italian,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Burger,30-60,Yes,64
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,26
Yes,No,Yes,No,$$,No,Yes,French,30-60,Yes,288
Yes,No,No,Yes,$,No,No,Italian,0-10,Yes,135
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,26
Yes,No,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,318
Yes,No,Yes,No,$,Yes,No,French,30-60,Yes,89
No,No,Yes,Yes,$,Yes,No,Burger,30-60,Yes,255
Yes,No,No,No,$,Yes,No,Thai,10-30,Yes,20
No,Yes,Yes,No,$,No,Yes,Burger,0-10,Yes,26
Yes,No,Yes,No,$,Yes,No,Italian,10-30,No,0
Yes,Yes,No,No,$$,Yes,No,French,0-10,No,0
Yes,Yes,No,Yes,$,Yes,No,French,>60,No,0
Yes,No,Yes,Yes,$,No,No,Burger,30-60,Yes,339
Yes,Yes,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,No,Yes,$,Yes,No,Burger,0-10,Yes,20
No,No,No,No,$,No,No,Italian,30-60,No,0
Yes,No,No,Yes,$,No,Yes,Thai,>60,No,0
Yes,No,Yes,No,$$,No,Yes,French,>60,No,0
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,No,$,No,Yes,Italian,0-10,Yes,26
No,Yes,No,No,$$,No,Yes,Burger,30-60,Yes,24
No,No,Yes,Yes,$,Yes,Yes,Italian,10-30,No,0
Yes,Yes,No,No,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,Yes,$$$,Yes,Yes,Italian,30-60,Yes,307
No,Yes,No,No,$,No,No,Thai,>60,No,0
No,Yes,Yes,No,$,Yes,No,French,30-60,Yes,172
No,No,Yes,Yes,$$,Yes,Yes,French,30-60,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Thai,30-60,Yes,272
No,Yes,No,Yes,$$,Yes,Yes,Burger,0-10,Yes,24
Yes,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,333
Yes,No,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,Yes,No,No,$$,Yes,Yes,Italian,0-10,Yes,24
No,Yes,No,Yes,$$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Thai,10-30,No,0
No,Yes,No,Yes,$$,No,No,Italian,30-60,Yes,517
No,Yes,Yes,Yes,$,No,Yes,Italian,0-10,Yes,26
No,Yes,No,Yes,$,Yes,No,Burger,10-30,Yes,20
No,Yes,Yes,No,$$$,Yes,Yes,Italian,30-60,Yes,434
Yes,Yes,Yes,No,$$$,Yes,Yes,Italian,10-30,No,0
Yes,Yes,No,Yes,$$,Yes,Yes,Burger,>60,No,0
Yes,No,Yes,No,$,No,No,Italian,10-30,Yes,487
Yes,Yes,Yes,No,$,No,No,Burger,10-30,Yes,26
No,Yes,No,Yes,$,No,No,Thai,>60,Yes,20
No,Yes,Yes,Yes,$$,No,Yes,Italian,0-10,Yes,291
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,Yes,532
No,Yes,No,Yes,$$,Yes,No,Thai,0-10,No,0
Yes,No,Yes,Yes,$$,No,No,French,>60,No,0
No,No,Yes,Yes,$$,No,Yes,Burger,10-30,Yes,31
Yes,No,No,Yes,$$$,No,No,Italian,10-30,Yes,95
No,No,Yes,Yes,$$,No,No,Italian,10-30,Yes,517
No,Yes,Yes,No,$$,No,Yes,Italian,>60,Yes,457
No,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,No,0
No,Yes,No,Yes,$$$,No,Yes,Burger,10-30,Yes,309
Yes,No,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,Yes,$$,Yes,No,Italian,0-10,Yes,31
Yes,No,No,Yes,$,No,No,Italian,>60,No,0
No,Yes,No,Yes,$$,Yes,Yes,French,10-30,Yes,24
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,No,No,$$,Yes,No,French,>60,Yes,24
Yes,Yes,Yes,No,$$$,No,Yes,Burger,>60,Yes,39
No,No,Yes,Yes,$$,Yes,No,Thai,>60,No,0
No,No,Yes,Yes,$,No,No,Burger,10-30,No,0
Yes,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,No,Yes,$$$,No,Yes,Thai,>60,Yes,30
Yes,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,No,Thai,>60,No,0
Yes,No,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,31
Yes,No,No,No,$,Yes,No,Thai,10-30,Yes,43
Yes,Yes,Yes,Yes,$,No,No,Burger,30-60,Yes,26
Yes,Yes,Yes,No,$$,No,No,Italian,>60,Yes,31
Yes,No,No,Yes,$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$,Yes,No,French,10-30,Yes,112
Yes,No,Yes,No,$$,Yes,Yes,Italian,30-60,Yes,31
No,No,Yes,Yes,$$,No,No,Italian,30-60,No,0
Yes,No,Yes,No,$$,No,No,Thai,10-30,Yes,89
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,10-30,No,0
No,No,Yes,No,$$,Yes,Yes,Burger,30-60,Yes,249
No,No,No,Yes,$$,Yes,No,Burger,>60,No,0
No,No,Yes,Yes,$,No,No,Italian,10-30,Yes,574
Yes,No,Yes,Yes,$,Yes,No,French,30-60,Yes,85
Yes,Yes,Yes,No,$$,Yes,Yes,Italian,30-60,Yes,211
No,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,No,No,No,$,Yes,No,Burger,0-10,Yes,164
Yes,Yes,Yes,No,$,Yes,No,Italian,10-30,No,0
No,No,Yes,No,$,No,Yes,Burger,30-60,Yes,26
Yes,No,Yes,Yes,$,Yes,Yes,Italian,30-60,Yes,139
No,Yes,No,Yes,$$,Yes,No,Thai,10-30,Yes,30
No,No,Yes,Yes,$$,No,Yes,Italian,30-60,No,0
No,Yes,No,Yes,$,Yes,Yes,Italian,>60,No,0
Yes,No,Yes,Yes,$$,No,No,French,10-30,No,0
Yes,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,No,Yes,No,$,No,No,Burger,0-10,Yes,26
Yes,No,No,Yes,$,No,No,Burger,10-30,Yes,106
Yes,Yes,No,Yes,$,No,Yes,Italian,0-10,Yes,105
Yes,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,41
Yes,Yes,Yes,Yes,$$,No,Yes,Thai,0-10,Yes,376
No,Yes,Yes,Yes,$$,No,Yes,Thai,30-60,Yes,232
Yes,No,Yes,No,$,No,No,French,0-10,Yes,26
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,No,0
No,No,No,No,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,No,$$$,Yes,No,Thai,30-60,Yes,719
Yes,Yes,Yes,Yes,$,No,Yes,Burger,>60,No,0
Yes,No,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,31
No,No,Yes,No,$,No,No,Italian,10-30,Yes,123
No,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,No,No,Yes,$$$,Yes,Yes,Burger,>60,Yes,334
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,200
No,Yes,No,Yes,$$,Yes,Yes,Italian,30-60,Yes,483
No,Yes,Yes,No,$$,Yes,No,Burger,30-60,Yes,305
No,No,Yes,Yes,$$,Yes,Yes,French,10-30,Yes,31
Yes,Yes,Yes,No,$$,Yes,No,Burger,30-60,Yes,428
Yes,No,Yes,Yes,$$,No,No,Italian,>60,Yes,94
No,No,No,Yes,$,Yes,No,French,30-60,No,0
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,183
Yes,No,No,Yes,$$$,Yes,Yes,Burger,0-10,Yes,30
Yes,Yes,No,No,$,No,Yes,Italian,10-30,Yes,20
Yes,No,No,No,$,Yes,No,Italian,30-60,No,0
Yes,No,No,Yes,$,No,No,Burger,30-60,No,0
Yes,No,Yes,Yes,$,No,No,Thai,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Thai,30-60,Yes,104
No,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,26
No,No,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
No,Yes,No,Yes,$,No,No,Italian,30-60,Yes,20
No,Yes,No,Yes,$$,Yes,No,Italian,30-60,Yes,42
No,No,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,320
No,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,Yes,$,No,No,French,30-60,Yes,66
No,Yes,No,Yes,$,Yes,No,French,>60,No,0
No,No,Yes,Yes,$$$,Yes,Yes,Thai,10-30,Yes,349
Yes,No,No,Yes,$$,No,No,Italian,0-10,Yes,24
Yes,Yes,No,No,$$,No,No,Burger,30-60,No,0
No,No,No,Yes,$$,Yes,Yes,Burger,10-30,Yes,121
Yes,Yes,Yes,Yes,$,No,No,Italian,0-10,No,0
Yes,No,Yes,Yes,$,No,No,French,10-30,No,0
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,305
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,128
No,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,26
Yes,No,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,164
Yes,Yes,Yes,No,$,Yes,No,Italian,10-30,No,0
No,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,Yes,$$,Yes,No,Burger,>60,Yes,421
Yes,No,Yes,No,$$,No,No,Thai,30-60,Yes,158
Yes,Yes,Yes,No,$,Yes,No,Burger,>60,No,0
No,Yes,Yes,No,$$$,No,Yes,Italian,10-30,Yes,145
Yes,Yes,No,Yes,$,No,No,Burger,>60,No,0
Yes,No,Yes,Yes,$$,Yes,No,Burger,0-10,Yes,472
Yes,Yes,No,No,$$$,No,Yes,Burger,0-10,Yes,32
Yes,No,Yes,Yes,$,No,Yes,Thai,30-60,Yes,274
Yes,No,No,Yes,$$,No,No,Italian,>60,No,0
Yes,No,No,Yes,$$,No,No,Italian,>60,No,0
Yes,Yes,No,No,$,Yes,No,Italian,30-60,No,0
No,No,Yes,Yes,$$,No,No,Italian,10-30,Yes,65
No,Yes,No,No,$$,Yes,No,Burger,0-10,Yes,24
Yes,Yes,No,Yes,$$,No,No,French,>60,No,0
No,No,No,Yes,$$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,26
Yes,No,Yes,Yes,$,Yes,Yes,Burger,0-10,Yes,113
Yes,No,No,Yes,$,Yes,No,Italian,>60,No,0
No,Yes,No,Yes,$,No,No,Italian,>60,No,0
Yes,No,Yes,Yes,$$$,No,Yes,Italian,10-30,Yes,701
Yes,No,Yes,No,$,No,Yes,Italian,30-60,Yes,26
No,No,No,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,Italian,0-10,Yes,365
No,Yes,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,133
No,No,Yes,No,$,Yes,No,Italian,0-10,Yes,312
Yes,No,No,Yes,$,No,No,Burger,10-30,No,0
Yes,Yes,No,Yes,$$,No,Yes,Burger,0-10,Yes,123
Yes,Yes,Yes,Yes,$,No,Yes,Italian,30-60,Yes,202
No,Yes,Yes,No,$$,Yes,No,French,10-30,Yes,31
No,Yes,No,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,186
Yes,No,Yes,Yes,$,No,Yes,Italian,>60,No,0
No,Yes,No,No,$$$,No,Yes,Burger,30-60,Yes,30
No,No,Yes,No,$$,No,Yes,Burger,>60,No,0
Yes,No,No,Yes,$,No,No,French,30-60,Yes,29
Yes,No,No,Yes,$$,No,Yes,Italian,>60,No,0
Yes,No,No,Yes,$,Yes,Yes,Burger,10-30,Yes,108
No,Yes,Yes,No,$$,No,Yes,Italian,0-10,Yes,196
Yes,No,Yes,Yes,$$$,Yes,Yes,Thai,10-30,Yes,39
No,Yes,Yes,Yes,$,No,No,French,30-60,Yes,26
No,No,Yes,No,$$,No,Yes,Burger,10-30,Yes,31
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,30-60,Yes,94
Yes,Yes,Yes,No,$$,Yes,Yes,Italian,10-30,No,0
Yes,No,Yes,Yes,$,No,Yes,Burger,30-60,Yes,227
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,330
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,79
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
No,No,Yes,No,$$,Yes,Yes,Italian,>60,No,0
No,No,No,Yes,$,Yes,No,Italian,30-60,No,0
Yes,Yes,No,Yes,$$,No,No,Italian,0-10,Yes,24
No,Yes,Yes,Yes,$$,No,No,Italian,0-10,Yes,1000
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,107
Yes,No,Yes,Yes,$,Yes,No,Thai,>60,No,0
No,Yes,Yes,Yes,$$$,No,Yes,French,0-10,Yes,39
No,No,No,Yes,$$,No,No,Burger,0-10,Yes,263
Yes,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$,No,No,Burger,0-10,Yes,26
Yes,Yes,Yes,Yes,$$$,Yes,Yes,French,>60,Yes,506
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,86
No,No,Yes,No,$$,Yes,No,Burger,10-30,No,0
No,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,No,0
No,No,Yes,Yes,$,Yes,Yes,French,30-60,No,0
No,No,Yes,No,$$,Yes,No,French,30-60,Yes,34
Yes,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,42
No,No,Yes,No,$,No,No,French,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,311
No,No,Yes,No,$$,No,No,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,438
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,No,No,Yes,$,Yes,No,Burger,10-30,Yes,20
Yes,No,Yes,No,$,No,No,Burger,30-60,Yes,26
Yes,Yes,No,Yes,$,No,No,Italian,>60,No,0
