Duration (in seconds),LocationLatitude,LocationLongitude,AW_1,AW_2,AW_3,AW_4,AW_5,ATT_1,ATT_2,ATT_3,USE_1,USE_2,USE_3,USE_4,USE_5,SE_1,SE_2,SE_3,PENJ_1,PENJ_2,PENJ_3,PENJ_4,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,EE_1,EE_2,EE_3,EE_4,PR_1,PR_2,PR_3,PR_4,SI_1,SI_2,SI_3,SI_4,FC_1,FC_2,FC_3,FC_4,BI_1,BI_2,BI_3,Age,Gender,Education,Field_Teaching,Text_Field,Experience,Open_ended,Q19
344,49.2079,-122.4892,4,4,4,4,5,3,2,2,2,1,2,1,1,3,4,3,3,3,3,3,4,1,1,1,2,2,4,4,4,4,3,3,4,5,2,2,3,3,3,3,3,3,3,4,3,2,2,4,6,,4,"Asking directly for ideas of how to teach specific topics to a particular audience using activities. Generating artwork for scientific diagram,ms, but this is definitely not a reliable capability yet.",1
532,37.2821,-121.831,4,2,2,2,1,3,4,3,1,1,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,5,5,3,3,3,3,2,5,3,3,3,3,3,3,1,4,4,,5,It will enable creative learning if used in an appropriate manner.,1
365,41.7405,-87.6587,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,2,1,3,3,,5,It’s relevant & innovative ,1
282,39.9544,-75.1657,2,2,2,3,2,2,1,2,2,1,2,1,3,2,3,4,3,2,2,2,3,3,3,2,2,3,2,2,2,3,5,5,5,5,2,2,3,3,3,3,4,3,2,2,3,2,1,3,7,,5,I have. Thought of developing notes and rubrics ,4
283,36.2099,-81.6724,4,4,3,3,3,4,4,4,1,2,3,3,4,4,2,3,3,2,3,3,4,3,3,3,4,4,2,2,2,2,5,4,4,3,3,4,3,4,4,3,3,4,4,4,4,2,1,3,10,Library,5,reaction based learning,2
209,34.0014,-84.0144,4,4,3,4,4,2,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,3,1,1,1,3,1,1,3,1,1,1,3,1,4,7,,5,I don't.,2
568,43.6381,-84.2029,1,3,1,2,3,1,1,1,1,1,1,1,1,4,4,3,3,1,1,1,3,1,3,1,2,2,3,3,3,3,4,3,3,3,1,1,2,2,3,2,2,3,1,1,1,2,2,2,8,,5,Not at all,2
242,32.799,-79.9571,4,4,4,4,4,4,4,4,2,1,1,1,2,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,2,4,4,4,4,2,3,3,4,3,4,3,3,3,3,3,2,1,2,1,,3,It can create new ways for them to engage with each other.,4
458,28.5009,-81.3185,5,4,3,4,5,3,4,5,5,4,3,2,3,5,3,4,4,5,3,3,5,4,3,2,1,2,1,2,3,4,5,4,3,5,4,1,2,4,5,4,3,2,1,2,3,2,2,4,3,,5,I think Generative AI tools will be very helpful for the students and it’s an excellent tool for them.,1
655,39.2756,-77.2115,4,4,4,3,4,4,4,4,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,2,4,3,,5,It will save time.,4
335,35.1947,-80.744,4,2,3,4,2,1,1,3,2,2,3,4,2,4,5,4,5,5,3,4,4,2,5,2,4,4,4,3,2,4,1,3,5,3,5,2,3,1,5,2,4,5,5,3,4,5,2,4,3,,3,I think it’s all right but students cheat ,2
400,40.8019,-73.9285,3,4,2,2,5,3,3,2,2,1,1,1,2,3,3,3,3,3,2,3,4,3,3,3,2,3,1,3,1,1,4,3,4,4,1,1,1,1,3,3,3,3,3,3,3,3,2,4,7,,3,I’m not really sure,4
539,47.8561,-121.9467,5,4,5,5,5,4,5,5,4,4,4,3,4,4,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,2,3,2,4,4,5,4,4,4,4,4,4,5,5,5,3,2,3,6,,4,Editing classroom training so that it is comprehensive but succinct ,1
964,45.5304,-73.349,2,2,4,4,2,4,1,1,2,2,3,3,1,5,5,5,4,1,4,4,1,1,1,1,1,1,2,2,1,2,5,4,3,3,2,4,2,3,5,4,4,5,4,4,4,4,2,2,8,,5,,4
262,26.4525,-80.1562,3,4,3,4,4,4,4,4,3,3,3,3,2,4,4,3,4,4,4,4,4,3,4,3,4,3,2,4,4,4,5,4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,1,2,2,,5,Easy learning experience,4
288,33.8775,-84.5017,4,4,3,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,4,3,4,2,3,3,3,3,3,4,4,5,3,5,4,3,3,4,2,2,4,2,4,4,4,3,2,3,1,,5,"It will lend itself to more creativity and engagement, which will be great for students",4
155,39.0005,-76.9712,4,5,5,4,4,4,5,3,3,2,4,3,4,5,4,3,4,3,5,3,5,4,3,5,4,3,5,4,3,2,4,3,5,4,4,3,4,4,4,2,4,5,5,4,5,1,2,2,4,,4,I think it’s an effective way for my students to learn.,1
358,43.6426,-79.4002,5,4,4,4,4,3,4,3,1,1,1,2,4,4,3,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,5,5,3,4,3,3,3,4,4,4,5,4,5,1,1,3,5,,2,It could cultivate greater engagement and stimulate conversation.,4
165,38.8842,-76.9941,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,2,3,3,,3,"I honestly believe it is amazing but quite scary at the same time, many jobs will be taken over!",1
342,33.6139,-84.0657,4,5,5,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,5,4,5,4,4,4,4,5,4,3,3,4,3,4,5,3,3,4,3,4,4,3,4,4,3,1,1,3,4,,2,It’s Can make things more fun,4
332,25.761,-80.2325,4,4,3,3,4,4,4,4,3,3,4,3,4,5,4,4,5,5,5,5,3,3,5,4,4,5,5,5,3,4,3,3,5,4,4,4,3,3,4,2,5,3,5,5,5,2,1,3,4,,4,Generative AI tools will enhance classroom by allowing students to have more free time to engage with instructors due to less time being required to complete research work.,4
