Customer_id,Acquisition_Dte,Acquisition_channel,Amount
4852746,3-Aug-03,TV Ad,0
4852742,3-Aug-03,TV Ad,0
4852738,3-Aug-03,TV Ad,420
4852730,3-Aug-03,TV Ad,396
4852722,3-Aug-03,TV Ad,840
4852718,3-Aug-03,TV Ad,1040
4852714,3-Aug-03,TV Ad,0
4852708,3-Aug-03,TV Ad,420
4852698,3-Aug-03,TV Ad,0
4852322,2-Aug-03,TV Ad,0
4852318,2-Aug-03,TV Ad,840
4852314,2-Aug-03,TV Ad,0
4852310,2-Aug-03,TV Ad,0
4852306,2-Aug-03,TV Ad,0
4852302,2-Aug-03,TV Ad,0
4852298,2-Aug-03,TV Ad,0
4852292,2-Aug-03,TV Ad,0
4852288,2-Aug-03,TV Ad,396
4852284,2-Aug-03,TV Ad,471
4852276,2-Aug-03,TV Ad,480
4852272,2-Aug-03,TV Ad,0
4852268,1-Aug-03,Web,0
4852260,1-Aug-03,Sales,646
4852254,1-Aug-03,Sales,0
4852246,1-Aug-03,Sales,0
4852242,1-Aug-03,Sales,0
4852236,1-Aug-03,Sales,0
4852232,1-Aug-03,Sales,140
4852228,1-Aug-03,Sales,420
4852224,1-Aug-03,Sales,420
4852220,1-Aug-03,Sales,315
4852216,1-Aug-03,Sales,0
4852212,1-Aug-03,Sales,0
4852204,1-Aug-03,Sales,0
4852200,1-Aug-03,Sales,420
4852190,1-Aug-03,Sales,0
4852184,1-Aug-03,Sales,0
4852172,1-Aug-03,Sales,420
4852166,1-Aug-03,Sales,530
4852160,1-Aug-03,Sales,0
4852152,1-Aug-03,Web,0
4852054,1-Aug-03,TV Ad,0
4852002,1-Aug-03,TV Ad,420
4851992,1-Aug-03,Sales,0
4851978,1-Aug-03,Sales,0
4851912,1-Aug-03,TV Ad,630
4851892,1-Aug-03,Sales,1680
4851884,1-Aug-03,Sales,20
4851840,1-Aug-03,Sales,450
4851792,1-Aug-03,Sales,0
4851722,1-Aug-03,Web,420
4851300,1-Aug-03,TV Ad,0
4851182,1-Aug-03,Web,0
4851168,1-Aug-03,Web,840
4850780,1-Aug-03,TV Ad,0
4850670,1-Aug-03,TV Ad,420
4850662,1-Aug-03,TV Ad,0
4850652,1-Aug-03,Sales,0
4850574,1-Aug-03,Sales,0
4850542,1-Aug-03,TV Ad,396
4850352,1-Aug-03,TV Ad,280
4850102,31-Jul-03,TV Ad,0
4850096,31-Jul-03,TV Ad,396
4850090,31-Jul-03,Sales,0
4850086,31-Jul-03,TV Ad,480
4850080,31-Jul-03,TV Ad,0
4850050,31-Jul-03,Sales,0
4850030,31-Jul-03,Sales,420
4850026,31-Jul-03,Sales,0
4850018,31-Jul-03,TV Ad,420
4849998,31-Jul-03,Sales,0
4849986,31-Jul-03,TV Ad,875
4849924,31-Jul-03,Sales,0
4849916,31-Jul-03,Sales,0
4849906,31-Jul-03,Sales,245
4849834,31-Jul-03,Sales,0
4849824,31-Jul-03,Sales,0
4849784,31-Jul-03,Sales,0
4849754,31-Jul-03,Sales,0
4849744,31-Jul-03,Sales,420
4849684,31-Jul-03,Sales,0
4849668,31-Jul-03,Sales,0
4849650,31-Jul-03,Sales,0
4849590,31-Jul-03,Sales,2575
4849586,31-Jul-03,TV Ad,264
4849388,31-Jul-03,Sales,0
4849346,31-Jul-03,Sales,0
4849322,31-Jul-03,Sales,105
4849304,31-Jul-03,Sales,0
4849222,31-Jul-03,Sales,0
4848916,31-Jul-03,TV Ad,0
4848564,31-Jul-03,TV Ad,0
4848548,31-Jul-03,Sales,441
4848536,31-Jul-03,Sales,0
4848320,31-Jul-03,TV Ad,420
4848270,31-Jul-03,TV Ad,840
4848182,31-Jul-03,TV Ad,0
4847790,30-Jul-03,TV Ad,0
4847786,30-Jul-03,TV Ad,0
4847782,30-Jul-03,TV Ad,0
4847712,30-Jul-03,Sales,700
4847692,30-Jul-03,Sales,420
4847656,30-Jul-03,Sales,0
4847618,30-Jul-03,Sales,0
4847596,30-Jul-03,Web,420
4847590,30-Jul-03,Sales,0
4847542,30-Jul-03,Web,0
4847532,30-Jul-03,Sales,0
4847514,30-Jul-03,Web,0
4847510,30-Jul-03,Sales,152
4847490,30-Jul-03,Web,420
4847476,30-Jul-03,Sales,0
4847400,30-Jul-03,Sales,420
4847388,30-Jul-03,Sales,420
4847384,30-Jul-03,Sales,0
4847350,30-Jul-03,Web,880
4847328,30-Jul-03,Sales,0
4847304,30-Jul-03,Sales,420
4847270,30-Jul-03,Sales,420
4847266,30-Jul-03,Sales,0
4847238,30-Jul-03,Sales,420
4847234,30-Jul-03,Sales,816
4847198,30-Jul-03,Sales,0
4847192,30-Jul-03,TV Ad,0
4847188,30-Jul-03,Sales,0
4847142,30-Jul-03,Sales,0
4847130,30-Jul-03,Sales,445
4847090,30-Jul-03,Sales,0
4847014,30-Jul-03,TV Ad,420
4846976,30-Jul-03,Sales,0
4846904,30-Jul-03,TV Ad,0
4846866,30-Jul-03,TV Ad,0
4846798,30-Jul-03,TV Ad,0
4846636,30-Jul-03,TV Ad,0
4846534,30-Jul-03,Web,0
4846530,30-Jul-03,Web,420
4846526,30-Jul-03,TV Ad,0
4846522,30-Jul-03,TV Ad,385
4846500,30-Jul-03,TV Ad,0
4846488,30-Jul-03,TV Ad,0
4846452,30-Jul-03,Sales,0
4846442,30-Jul-03,TV Ad,0
4846398,30-Jul-03,Sales,0
4846388,30-Jul-03,Sales,840
4846382,30-Jul-03,Sales,0
4846330,30-Jul-03,Sales,900
4846302,30-Jul-03,TV Ad,0
4846298,30-Jul-03,TV Ad,70
4846244,30-Jul-03,TV Ad,70
4846104,30-Jul-03,Sales,0
4845848,30-Jul-03,TV Ad,0
4845840,30-Jul-03,TV Ad,0
4845822,29-Jul-03,Web,0
4845806,29-Jul-03,TV Ad,0
4845794,29-Jul-03,Sales,385
4845772,29-Jul-03,Sales,0
4845734,29-Jul-03,Sales,0
4845730,29-Jul-03,Sales,0
4845704,29-Jul-03,Sales,0
4845694,29-Jul-03,Sales,0
4845684,29-Jul-03,Sales,0
4845674,29-Jul-03,Sales,420
4845654,29-Jul-03,Sales,385
4845538,29-Jul-03,Sales,0
4845446,29-Jul-03,Web,420
4845432,29-Jul-03,Sales,0
4845420,29-Jul-03,Sales,0
4845102,29-Jul-03,TV Ad,0
4844906,29-Jul-03,TV Ad,0
4844868,29-Jul-03,TV Ad,0
4844832,29-Jul-03,Web,0
4844792,29-Jul-03,Sales,770
4844764,29-Jul-03,Sales,0
4844750,29-Jul-03,Sales,0
4844734,29-Jul-03,Sales,470
4844724,29-Jul-03,Sales,0
4844718,29-Jul-03,TV Ad,0
4844646,29-Jul-03,Sales,0
4844472,29-Jul-03,Sales,0
4844456,29-Jul-03,Sales,420
4844442,29-Jul-03,Sales,0
4844432,29-Jul-03,Sales,0
4844366,29-Jul-03,Sales,420
4844360,29-Jul-03,Sales,420
4844346,29-Jul-03,Sales,0
4844328,29-Jul-03,Sales,396
4844320,29-Jul-03,TV Ad,0
4844310,29-Jul-03,TV Ad,0
4844306,29-Jul-03,TV Ad,0
4844258,29-Jul-03,TV Ad,792
4844200,29-Jul-03,Sales,0
4844152,29-Jul-03,Sales,0
4844100,29-Jul-03,Sales,0
4843974,29-Jul-03,TV Ad,444
4843944,29-Jul-03,TV Ad,0
4843918,29-Jul-03,TV Ad,0
4843912,29-Jul-03,TV Ad,420
4843906,28-Jul-03,Web,0
4843896,28-Jul-03,TV Ad,1158
4843870,28-Jul-03,TV Ad,440
4843864,28-Jul-03,TV Ad,480
4843850,28-Jul-03,TV Ad,0
4843768,28-Jul-03,Sales,0
4843760,28-Jul-03,Sales,0
4843728,28-Jul-03,Sales,420
4843688,28-Jul-03,Sales,590
4843674,28-Jul-03,Web,0
4843658,28-Jul-03,Sales,420
4843594,28-Jul-03,TV Ad,315
4843588,28-Jul-03,TV Ad,0
4843538,28-Jul-03,Sales,0
4843530,28-Jul-03,TV Ad,420
4843486,28-Jul-03,Sales,70
4843392,28-Jul-03,Sales,0
4843380,28-Jul-03,Sales,280
4843368,28-Jul-03,Sales,0
4843332,28-Jul-03,Sales,445
4843314,28-Jul-03,Sales,840
4843142,28-Jul-03,TV Ad,0
4842944,28-Jul-03,TV Ad,0
4842922,28-Jul-03,Web,0
4842892,28-Jul-03,Web,1155
4842860,28-Jul-03,Web,0
4842832,28-Jul-03,TV Ad,0
4842810,28-Jul-03,TV Ad,0
4842804,28-Jul-03,Web,420
4842800,28-Jul-03,Web,420
4842580,28-Jul-03,Sales,0
4842464,28-Jul-03,Sales,0
4842408,28-Jul-03,TV Ad,0
4842268,28-Jul-03,TV Ad,0
4842232,28-Jul-03,TV Ad,420
4842032,28-Jul-03,TV Ad,0
4842016,28-Jul-03,Web,0
4841616,27-Jul-03,TV Ad,420
4841610,27-Jul-03,TV Ad,396
4841606,27-Jul-03,TV Ad,0
4841600,27-Jul-03,TV Ad,876
4841594,27-Jul-03,TV Ad,0
4841590,27-Jul-03,TV Ad,515
4841586,27-Jul-03,TV Ad,0
4841580,27-Jul-03,TV Ad,420
4841576,27-Jul-03,TV Ad,0
4841570,27-Jul-03,Web,0
4841566,27-Jul-03,Web,540
4841562,27-Jul-03,Web,385
4841556,27-Jul-03,TV Ad,800
4841552,27-Jul-03,TV Ad,0
4841548,27-Jul-03,TV Ad,0
4841544,27-Jul-03,TV Ad,0
4841540,27-Jul-03,TV Ad,0
4841534,27-Jul-03,TV Ad,0
4841530,27-Jul-03,TV Ad,420
4841526,27-Jul-03,TV Ad,420
4841516,27-Jul-03,TV Ad,0
4841508,27-Jul-03,TV Ad,1060
4841504,27-Jul-03,TV Ad,455
4841498,27-Jul-03,TV Ad,770
4841494,27-Jul-03,TV Ad,0
4841490,27-Jul-03,TV Ad,0
4841484,27-Jul-03,TV Ad,0
4841478,25-Jul-03,TV Ad,0
4841222,25-Jul-03,Sales,0
4841158,25-Jul-03,Sales,0
4841020,25-Jul-03,TV Ad,420
4840978,25-Jul-03,TV Ad,1260
4840932,25-Jul-03,TV Ad,420
4840924,25-Jul-03,TV Ad,1085
4840906,25-Jul-03,Web,865
4840884,25-Jul-03,TV Ad,0
4840820,25-Jul-03,TV Ad,0
4840774,25-Jul-03,TV Ad,840
4840580,25-Jul-03,Sales,0
4840434,25-Jul-03,Sales,0
4840410,25-Jul-03,Sales,0
4840358,25-Jul-03,Sales,0
4840334,25-Jul-03,TV Ad,455
4840318,25-Jul-03,Web,0
4840228,25-Jul-03,Sales,420
4840190,25-Jul-03,TV Ad,1260
4840186,25-Jul-03,Web,620
4840168,25-Jul-03,TV Ad,726
4840132,25-Jul-03,TV Ad,0
4839984,25-Jul-03,Web,545
4839974,25-Jul-03,TV Ad,0
4839964,24-Jul-03,Web,420
4839958,24-Jul-03,TV Ad,420
4839952,24-Jul-03,Sales,0
4839948,24-Jul-03,Sales,0
4839928,24-Jul-03,TV Ad,440
4839914,24-Jul-03,Sales,0
4839904,24-Jul-03,Sales,420
4839890,24-Jul-03,Sales,0
4839884,24-Jul-03,Sales,0
4839828,24-Jul-03,Sales,420
4839820,24-Jul-03,Sales,0
4839750,24-Jul-03,Sales,0
4839592,24-Jul-03,TV Ad,0
4839524,24-Jul-03,TV Ad,0
4839412,24-Jul-03,TV Ad,2100
4838988,24-Jul-03,Sales,0
4838962,24-Jul-03,TV Ad,0
4838958,24-Jul-03,Sales,0
4838928,24-Jul-03,Sales,0
4838820,24-Jul-03,TV Ad,0
4838764,24-Jul-03,TV Ad,520
4838468,24-Jul-03,TV Ad,420
4838382,24-Jul-03,TV Ad,840
4838374,24-Jul-03,TV Ad,315
4838282,24-Jul-03,Sales,420
4838202,24-Jul-03,TV Ad,840
4838194,24-Jul-03,Sales,0
4838082,24-Jul-03,Web,420
4837982,24-Jul-03,Sales,0
4837944,24-Jul-03,TV Ad,0
4837920,24-Jul-03,Sales,0
4837854,24-Jul-03,TV Ad,0
4837838,24-Jul-03,Sales,420
4837784,24-Jul-03,TV Ad,0
4837742,24-Jul-03,TV Ad,385
4837710,24-Jul-03,TV Ad,0
4837680,24-Jul-03,TV Ad,0
4837668,24-Jul-03,Sales,420
4837634,24-Jul-03,Sales,0
4837626,24-Jul-03,Sales,0
4837588,24-Jul-03,Sales,0
4837568,24-Jul-03,Sales,0
4837554,24-Jul-03,Sales,0
4837540,24-Jul-03,Sales,475
4837514,24-Jul-03,Sales,0
4837484,24-Jul-03,TV Ad,0
4837402,24-Jul-03,TV Ad,435
4837352,24-Jul-03,TV Ad,2155
4837340,23-Jul-03,Web,530
4837336,23-Jul-03,Web,0
4837332,23-Jul-03,Sales,450
4837328,23-Jul-03,Sales,0
4837324,23-Jul-03,Sales,0
4837318,23-Jul-03,Sales,1885
4837208,23-Jul-03,Web,0
4836926,23-Jul-03,TV Ad,420
4836782,23-Jul-03,Sales,420
4836754,23-Jul-03,Sales,0
4836518,23-Jul-03,Web,420
4836438,23-Jul-03,Sales,0
4836204,23-Jul-03,TV Ad,420
4836194,23-Jul-03,TV Ad,0
4836126,23-Jul-03,Sales,700
4836068,23-Jul-03,TV Ad,420
4836038,23-Jul-03,Sales,405
4836026,23-Jul-03,Sales,0
4835972,23-Jul-03,TV Ad,0
4835894,23-Jul-03,Sales,0
4835878,23-Jul-03,TV Ad,945
4835872,23-Jul-03,Sales,420
4835852,23-Jul-03,Sales,420
4835776,23-Jul-03,Sales,0
4835770,23-Jul-03,TV Ad,200
4835760,23-Jul-03,Sales,420
4835754,23-Jul-03,Sales,420
4835738,23-Jul-03,Sales,420
4835432,23-Jul-03,TV Ad,420
4834924,23-Jul-03,TV Ad,175
4834888,23-Jul-03,Sales,1060
4834698,23-Jul-03,TV Ad,420
4834694,23-Jul-03,TV Ad,396
4834678,23-Jul-03,TV Ad,0
4834672,23-Jul-03,TV Ad,420
4834662,22-Jul-03,Web,99
4834658,22-Jul-03,TV Ad,0
4834652,22-Jul-03,Web,385
4834648,22-Jul-03,Web,420
4834644,22-Jul-03,Web,0
4834604,22-Jul-03,Sales,0
4834600,22-Jul-03,Sales,0
4834592,22-Jul-03,Sales,0
4834584,22-Jul-03,Sales,0
4834518,22-Jul-03,Sales,0
4834506,22-Jul-03,Sales,420
4834468,22-Jul-03,Web,0
4834448,22-Jul-03,Sales,0
4834444,22-Jul-03,Web,0
4834424,22-Jul-03,Sales,0
4834398,22-Jul-03,Web,0
4834390,22-Jul-03,Sales,0
4834276,22-Jul-03,Web,0
4834250,22-Jul-03,Sales,0
4834194,22-Jul-03,Sales,0
4834144,22-Jul-03,Sales,420
4833986,22-Jul-03,Sales,0
4833868,22-Jul-03,Sales,0
4833820,22-Jul-03,TV Ad,0
4833632,22-Jul-03,Sales,0
4833600,22-Jul-03,Sales,0
4833592,22-Jul-03,Sales,420
4833512,22-Jul-03,Sales,0
4833492,22-Jul-03,TV Ad,0
4833466,22-Jul-03,Sales,0
4833380,22-Jul-03,Sales,0
4833326,22-Jul-03,Sales,0
4833322,22-Jul-03,TV Ad,0
4833268,22-Jul-03,TV Ad,420
4833248,22-Jul-03,Web,1890
4833084,22-Jul-03,Sales,0
4833078,22-Jul-03,TV Ad,0
4833032,22-Jul-03,TV Ad,0
4833028,22-Jul-03,TV Ad,315
4832972,22-Jul-03,TV Ad,0
4832858,22-Jul-03,TV Ad,0
4832832,22-Jul-03,TV Ad,420
4832784,22-Jul-03,TV Ad,0
4832678,22-Jul-03,TV Ad,0
4832654,22-Jul-03,Web,505
4832626,22-Jul-03,TV Ad,210
4832562,22-Jul-03,Web,0
4832522,22-Jul-03,TV Ad,480
4832512,22-Jul-03,TV Ad,0
4832296,22-Jul-03,TV Ad,555
4832270,22-Jul-03,TV Ad,590
4832228,22-Jul-03,Web,0
4832216,22-Jul-03,TV Ad,0
4832176,22-Jul-03,TV Ad,175
4832096,22-Jul-03,TV Ad,420
4832068,22-Jul-03,TV Ad,631
4832060,22-Jul-03,TV Ad,0
4831848,22-Jul-03,Web,420
4831816,22-Jul-03,TV Ad,0
4831624,21-Jul-03,TV Ad,0
4831620,21-Jul-03,TV Ad,0
4831610,21-Jul-03,TV Ad,629
4831606,21-Jul-03,TV Ad,35
4831576,21-Jul-03,Web,0
4831386,21-Jul-03,Web,420
4830700,21-Jul-03,Web,396
4830516,21-Jul-03,TV Ad,425
4830428,21-Jul-03,Sales,455
4830322,21-Jul-03,TV Ad,0
4830066,21-Jul-03,Web,0
4829636,21-Jul-03,TV Ad,0
4829604,21-Jul-03,TV Ad,840
4829450,21-Jul-03,Sales,0
4829372,21-Jul-03,Sales,0
4829320,21-Jul-03,Sales,0
4829184,21-Jul-03,Sales,490
4829164,21-Jul-03,TV Ad,429
4829154,21-Jul-03,Sales,0
4829138,21-Jul-03,TV Ad,520
4828980,21-Jul-03,TV Ad,0
4828898,21-Jul-03,Web,420
4828812,21-Jul-03,Sales,0
4828788,21-Jul-03,TV Ad,0
4828720,21-Jul-03,Web,0
4828512,21-Jul-03,Web,396
4828486,21-Jul-03,TV Ad,0
4828414,21-Jul-03,Sales,0
4828360,21-Jul-03,Sales,420
4828336,21-Jul-03,Sales,0
4828328,21-Jul-03,Sales,0
4828316,21-Jul-03,Sales,0
4828280,21-Jul-03,Sales,840
4828218,21-Jul-03,TV Ad,420
4828164,21-Jul-03,Sales,0
4828150,21-Jul-03,Sales,0
4828136,21-Jul-03,Sales,420
4828106,21-Jul-03,TV Ad,0
4828100,21-Jul-03,TV Ad,1260
4828096,21-Jul-03,TV Ad,0
4828090,21-Jul-03,TV Ad,420
4828086,21-Jul-03,TV Ad,420
4828082,21-Jul-03,TV Ad,0
4828068,21-Jul-03,TV Ad,0
4828060,21-Jul-03,TV Ad,420
4828054,21-Jul-03,TV Ad,0
4828050,21-Jul-03,TV Ad,660
4828046,21-Jul-03,Web,0
4828038,21-Jul-03,TV Ad,0
4828020,20-Jul-03,TV Ad,490
4828010,20-Jul-03,TV Ad,0
4828004,20-Jul-03,TV Ad,0
4828000,20-Jul-03,TV Ad,0
4827994,20-Jul-03,TV Ad,0
4827986,20-Jul-03,Web,0
4827982,20-Jul-03,TV Ad,420
4827978,20-Jul-03,TV Ad,0
4827974,20-Jul-03,TV Ad,0
4827966,20-Jul-03,Web,3820
4827960,20-Jul-03,TV Ad,0
4827954,20-Jul-03,TV Ad,1620
4827950,20-Jul-03,TV Ad,420
4827946,20-Jul-03,TV Ad,0
4827942,20-Jul-03,TV Ad,0
4827938,20-Jul-03,TV Ad,0
4827934,20-Jul-03,TV Ad,0
4827930,20-Jul-03,TV Ad,420
4827392,19-Jul-03,TV Ad,0
4827382,19-Jul-03,TV Ad,840
4827378,19-Jul-03,TV Ad,0
4827372,19-Jul-03,TV Ad,0
4827366,18-Jul-03,Sales,0
4827362,18-Jul-03,Sales,420
4827006,18-Jul-03,Sales,35
4826960,18-Jul-03,Sales,315
4826926,18-Jul-03,Sales,0
4826918,18-Jul-03,Sales,0
4826908,18-Jul-03,Sales,0
4826904,18-Jul-03,Sales,420
4826874,18-Jul-03,Sales,0
4826850,18-Jul-03,Sales,132
4826846,18-Jul-03,Sales,0
4826842,18-Jul-03,TV Ad,0
4826744,18-Jul-03,TV Ad,0
4826578,18-Jul-03,Sales,0
4826544,18-Jul-03,TV Ad,0
4826500,18-Jul-03,Sales,420
4826436,18-Jul-03,TV Ad,0
4826184,18-Jul-03,TV Ad,0
4826146,18-Jul-03,Sales,0
4826136,18-Jul-03,Sales,0
4825990,18-Jul-03,TV Ad,396
4825986,18-Jul-03,TV Ad,1030
4825982,18-Jul-03,Sales,420
4825964,18-Jul-03,Sales,0
4825930,18-Jul-03,Sales,420
4825914,18-Jul-03,Sales,0
4825870,18-Jul-03,TV Ad,0
4825636,18-Jul-03,Sales,430
4825628,18-Jul-03,Sales,440
4825622,18-Jul-03,TV Ad,420
4825616,18-Jul-03,TV Ad,420
4825574,18-Jul-03,Sales,0
4825524,18-Jul-03,Sales,420
4825520,17-Jul-03,Web,0
4825516,17-Jul-03,Web,1320
4825510,17-Jul-03,Web,1260
4825506,17-Jul-03,Web,70
4825498,17-Jul-03,Web,0
4825380,17-Jul-03,Sales,0
4825374,17-Jul-03,Sales,0
4825368,17-Jul-03,Sales,0
4825334,17-Jul-03,Sales,0
4825038,17-Jul-03,Sales,0
4824746,17-Jul-03,Sales,0
4824678,17-Jul-03,Sales,495
4824564,17-Jul-03,TV Ad,0
4824400,17-Jul-03,TV Ad,420
4824172,17-Jul-03,TV Ad,0
4824084,17-Jul-03,TV Ad,0
4824018,17-Jul-03,TV Ad,385
4823828,17-Jul-03,TV Ad,105
4823666,17-Jul-03,TV Ad,0
4823604,17-Jul-03,TV Ad,0
4823588,16-Jul-03,TV Ad,840
4823584,16-Jul-03,TV Ad,396
4823572,16-Jul-03,Sales,420
4823568,16-Jul-03,Sales,0
4823550,16-Jul-03,Sales,0
4823498,16-Jul-03,Sales,0
4823472,16-Jul-03,Sales,450
4823404,16-Jul-03,Sales,895
4823244,16-Jul-03,Sales,420
4823220,16-Jul-03,Sales,0
4823202,16-Jul-03,Sales,1105
4822736,16-Jul-03,Web,385
4822558,16-Jul-03,TV Ad,1330
4822406,16-Jul-03,TV Ad,0
4822318,16-Jul-03,TV Ad,470
4822308,16-Jul-03,Sales,445
4822294,16-Jul-03,TV Ad,420
4822208,16-Jul-03,Web,555
4822196,16-Jul-03,Web,420
4822192,16-Jul-03,Web,1663
4822172,16-Jul-03,Web,385
4822162,16-Jul-03,Web,420
4822158,16-Jul-03,Web,570
4822098,16-Jul-03,TV Ad,0
4821950,16-Jul-03,Sales,0
4821922,16-Jul-03,TV Ad,0
4821900,16-Jul-03,TV Ad,0
4821872,16-Jul-03,Sales,0
4821834,16-Jul-03,TV Ad,0
4821812,16-Jul-03,Sales,420
4821786,16-Jul-03,TV Ad,0
4821738,16-Jul-03,Sales,0
4821718,16-Jul-03,Sales,1260
4821638,16-Jul-03,Sales,420
4821586,16-Jul-03,Sales,0
4821460,16-Jul-03,TV Ad,0
4821420,16-Jul-03,Sales,840
4821328,16-Jul-03,Web,385
4821318,15-Jul-03,Web,0
4821314,15-Jul-03,TV Ad,0
4821188,15-Jul-03,Sales,0
4821168,15-Jul-03,Sales,0
4820994,15-Jul-03,Sales,0
4820946,15-Jul-03,Sales,0
4820938,15-Jul-03,Sales,0
4820928,15-Jul-03,Sales,0
4820908,15-Jul-03,Sales,0
4820868,15-Jul-03,Sales,396
4820856,15-Jul-03,Sales,0
4820844,15-Jul-03,Sales,470
4820762,15-Jul-03,Sales,0
4820746,15-Jul-03,TV Ad,0
4820740,15-Jul-03,TV Ad,420
4820736,15-Jul-03,Web,0
4820732,15-Jul-03,Sales,0
4820728,15-Jul-03,Web,0
4820718,15-Jul-03,Web,385
4820654,15-Jul-03,Sales,420
4820640,15-Jul-03,Web,0
4820636,15-Jul-03,Web,900
4820468,15-Jul-03,TV Ad,363
4820334,15-Jul-03,Sales,0
4820308,15-Jul-03,Sales,0
4820298,15-Jul-03,Sales,420
4820242,15-Jul-03,Sales,420
4820086,15-Jul-03,Sales,420
4820004,15-Jul-03,Sales,0
4819990,15-Jul-03,Sales,420
4819892,15-Jul-03,Sales,0
4819882,15-Jul-03,TV Ad,215
4819470,15-Jul-03,TV Ad,0
4819466,15-Jul-03,TV Ad,0
4819420,15-Jul-03,Sales,0
4819398,15-Jul-03,Sales,0
4819380,15-Jul-03,Sales,0
4819374,15-Jul-03,TV Ad,0
4819346,15-Jul-03,TV Ad,460
4818646,14-Jul-03,TV Ad,0
4818642,14-Jul-03,TV Ad,1450
4818638,14-Jul-03,TV Ad,0
4818634,14-Jul-03,TV Ad,0
4818462,14-Jul-03,Sales,0
4818412,14-Jul-03,Sales,0
4818400,14-Jul-03,Sales,420
4818390,14-Jul-03,Sales,0
4818354,14-Jul-03,Sales,0
4818346,14-Jul-03,Sales,420
4818308,14-Jul-03,Sales,0
4818298,14-Jul-03,Sales,0
4818270,14-Jul-03,Sales,0
4818208,14-Jul-03,Sales,420
4818204,14-Jul-03,TV Ad,385
4818148,14-Jul-03,Sales,0
4818128,14-Jul-03,Sales,420
4818114,14-Jul-03,Sales,420
4818070,14-Jul-03,Sales,385
4818050,14-Jul-03,Sales,570
4818046,14-Jul-03,TV Ad,420
4818028,14-Jul-03,Sales,0
4818022,14-Jul-03,Sales,420
4818010,14-Jul-03,Sales,110
4817954,14-Jul-03,Sales,0
4817936,14-Jul-03,TV Ad,0
4817926,14-Jul-03,Sales,1236
4817912,14-Jul-03,Sales,840
4817900,14-Jul-03,Sales,330
4817896,14-Jul-03,TV Ad,1295
4817892,14-Jul-03,Sales,0
4817888,14-Jul-03,Sales,385
4817880,14-Jul-03,Sales,315
4817876,14-Jul-03,Sales,0
4817866,14-Jul-03,Sales,420
4817844,14-Jul-03,Sales,396
4817840,14-Jul-03,TV Ad,420
4817786,14-Jul-03,Sales,0
4817770,14-Jul-03,Sales,0
4817726,14-Jul-03,Sales,0
4817652,14-Jul-03,Sales,420
4817640,14-Jul-03,Sales,0
4817620,14-Jul-03,Sales,470
4817608,14-Jul-03,Sales,0
4817598,14-Jul-03,Sales,0
4817546,14-Jul-03,TV Ad,0
4817542,14-Jul-03,Sales,0
4817526,14-Jul-03,TV Ad,420
4817518,14-Jul-03,Sales,0
4817502,14-Jul-03,TV Ad,0
4817498,14-Jul-03,TV Ad,840
4817488,14-Jul-03,TV Ad,920
4817478,14-Jul-03,TV Ad,0
4817452,14-Jul-03,TV Ad,0
4817442,14-Jul-03,Sales,530
4817400,14-Jul-03,Sales,420
4817378,14-Jul-03,Sales,420
4817306,14-Jul-03,TV Ad,0
4817230,14-Jul-03,TV Ad,0
4817120,14-Jul-03,TV Ad,2120
4817084,14-Jul-03,Web,0
4817072,14-Jul-03,Sales,0
4817024,14-Jul-03,Sales,420
4816998,14-Jul-03,Sales,840
4816962,14-Jul-03,TV Ad,0
4816948,14-Jul-03,Sales,0
4816908,14-Jul-03,Sales,363
4816890,14-Jul-03,TV Ad,510
4816872,14-Jul-03,Sales,0
4816858,14-Jul-03,Web,420
4816828,14-Jul-03,Sales,420
4816824,14-Jul-03,TV Ad,420
4816818,14-Jul-03,Sales,0
4816802,14-Jul-03,Sales,0
4816788,14-Jul-03,TV Ad,511
4816764,14-Jul-03,Sales,0
4816750,14-Jul-03,Sales,420
4816742,14-Jul-03,Sales,420
4816730,14-Jul-03,Sales,420
4816648,14-Jul-03,TV Ad,0
4816480,14-Jul-03,Web,420
4816470,14-Jul-03,TV Ad,140
4816312,13-Jul-03,TV Ad,840
4816308,13-Jul-03,TV Ad,420
4816304,13-Jul-03,TV Ad,420
4816300,13-Jul-03,TV Ad,1025
4816296,13-Jul-03,TV Ad,0
4816292,13-Jul-03,TV Ad,640
4816286,13-Jul-03,TV Ad,0
4816278,13-Jul-03,TV Ad,420
4816268,13-Jul-03,TV Ad,315
4816264,13-Jul-03,TV Ad,910
4816258,13-Jul-03,TV Ad,0
4816254,13-Jul-03,TV Ad,0
4816250,13-Jul-03,TV Ad,420
4816244,13-Jul-03,TV Ad,1015
4816240,13-Jul-03,TV Ad,0
4816234,13-Jul-03,TV Ad,0
4816228,13-Jul-03,TV Ad,0
4816212,13-Jul-03,TV Ad,420
4816208,13-Jul-03,TV Ad,0
4816200,13-Jul-03,TV Ad,0
4816196,13-Jul-03,TV Ad,900
4816190,13-Jul-03,TV Ad,0
4816182,13-Jul-03,TV Ad,480
4816172,13-Jul-03,TV Ad,0
4816168,13-Jul-03,Web,830
4816156,13-Jul-03,TV Ad,0
4816152,13-Jul-03,TV Ad,396
4815660,12-Jul-03,TV Ad,405
4815656,12-Jul-03,TV Ad,0
4815652,12-Jul-03,TV Ad,0
4815648,12-Jul-03,TV Ad,0
4815644,12-Jul-03,TV Ad,0
